#厦大新闻学教授谈张雪峰言论#,Query time: 2023-12-24 15:21:59,likes
【：值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要 【：值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦卑地承认这是现实，更要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。,2023-06-18 22:45,0
最近怎么突然跟张雪峰杠上了呢 ,2023-06-18 22:45,5
敢说真话的迟早都会被干掉张雪峰说有人身危险⚠️，某律师销声匿迹，马某不再露面。我也账号被封后好不容易重启，被查水表，被黑社会上门威胁，生存艰难啊,2023-06-18 22:45,2
【：值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要 【：值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦卑地承认这是现实，更要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。,2023-06-18 22:45,0
？【：值得反思张雪峰提出的问题，却不要轻信他的结论】,2023-06-18 22:44,0
？【：值得反思张雪峰提出的问题，却不要轻信他的结论】,2023-06-18 22:44,0
【：值得反思张雪峰提出的问题，却不要轻信他的结论。】据报道：6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比 【：值得反思张雪峰提出的问题，却不要轻信他的结论。】据报道：6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦卑地承认这是现实，更要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。,2023-06-18 22:41,0
【新传报考建议】近日，考研名师和重庆大学新闻传播学教授张小强就“新闻学专业是否值得报考”的问题，在网络上持相反观点，甚至正面互怼，引发网友关注，相关话题甚至冲到热搜第一位。报考新闻学专业的价值到底高不高？是否有就业前景？新闻传播学院 【新传报考建议】近日，考研名师和重庆大学新闻传播学教授张小强就“新闻学专业是否值得报考”的问题，在网络上持相反观点，甚至正面互怼，引发网友关注，相关话题甚至冲到热搜第一位。报考新闻学专业的价值到底高不高？是否有就业前景？新闻传播学院教授、博士生导师认为“可以关切张雪峰的质疑，但不必害怕他的破坏力。值得反思张雪峰提出的问题，却不要轻信他的结论。张雪峰的答案不必信，但张雪峰的发问值得警醒。学术界自嗨自乐的现象，在很多学科都存在。诚邀张雪峰：来厦门请你吃沙茶面···”,2023-06-18 22:41,16
作为一个新闻传播学毕业的学生，如果是我我会去统计一下每年新闻学毕业的就业率还有就业情况再来说话，哪怕做不到全部统计，资料分析、数据统计应该是新闻传播学的基本素养吧？用数据说话、用事实说话才是新闻传播学的基操吧？拿马云举例子，全中国有几个马云？,2023-06-18 22:40,6
我想问问那个顺传媒新闻专业不可选的人，你这个视频算不算传媒或者自己给自己搞出来的新闻。 ,2023-06-18 22:40,0
？【：值得反思张雪峰提出的问题，却不要轻信他的结论】,2023-06-18 22:39,29964
模糊重点   忽视前提确实是一些新闻人学得很好的一门 ,2023-06-18 22:36,10
【：值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉 【：值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦卑地承认这是现实，更要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。,2023-06-18 22:35,1
【：值得反思张雪峰提出的问题，却不要轻信他的结论。】据报道：6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比 【：值得反思张雪峰提出的问题，却不要轻信他的结论。】据报道：6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦卑地承认这是现实，更要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。,2023-06-18 22:34,0
【：值得反思张雪峰提出的问题，却不要轻信他的结论。】据报道：6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比 【：值得反思张雪峰提出的问题，却不要轻信他的结论。】据报道：6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦卑地承认这是现实，更要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。,2023-06-18 22:34,0
我觉得说的很好呀 毕竟新闻真的很难混口饭吃 除非家里有关系 这样才会可以当主持人什么的 但是没有关系 专业不过硬 平凡的人是不可能可以播报新闻的 张雪峰说的很对呀 穷人还不如学习一个赚钱的专业 出来找工作也是很好的 ,2023-06-18 22:33,0
【】 ,2023-06-18 22:33,0
能把这么多新闻学教授炸出来，和戳中痛处也没什么区别了毕竟他说过普通家庭避坑的专业那么多,2023-06-18 22:29,39
已过了非黑即白的年纪，张老师抨击的是择业就业骨感现实，为普通人谋出路，但不可否认还是有一批矢志不渝追求理想的人，尽管行业前景没那么乐观。非常赞成厦大教授讲的第5条和第6条，是该好好反思一下。,2023-06-18 22:27,1
新闻学专业的同学们你们怎么看,2023-06-18 22:24,0
呃，挺无语的，你知道我说的是谁吗？ ,2023-06-18 22:22,0
【：值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对张雪峰老师 称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授邹振东 发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多， 【：值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对张雪峰老师 称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授邹振东 发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦卑地承认这是现实，更要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。,2023-06-18 22:15,1
【：值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要 【：值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦卑地承认这是现实，更要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。,2023-06-18 22:13,0
